date_time,city_area,state,country,ufo_shape,encounter_length,description,date_documented,latitude,longitude,time,weekday,month
2013-07-04 22:25:00,hammond,in,us,circle,600.0,I noticed 2 shaped orange lights fly from the south headed north. It didn&#39t have any aircraft markers on them &#44then they disappeared af,7/5/2013,41.5833333,-87.5,22:25,Thursday,July
2012-11-01 00:00:00,merced,ca,us,light,60.0,Two bright unidentified flying objects appear in Northern night sky&#44 Southeast bound in Merced&#44 Ca.,11/4/2012,37.3022222,-120.4819444,00:00,Thursday,November
2003-02-24 21:45:00,twin falls,id,us,light,30.0,The blue light light up the sky and then disappeared as if it came out of nowhere.,3/4/2003,42.5630556,-114.46,21:45,Monday,February
2012-01-09 18:45:00,southbury,ct,us,fireball,600.0,Driving down 67 towards New Milford. Just passed Transylvania road. My wife and I saw a fireball like shape in the sky. It was bright o,1/12/2012,41.4813889,-73.2136111,18:45,Monday,January
2003-02-26 21:15:00,weston,ct,us,light,300.0,White/green/red stationery light in sky...2nd light nearby flashing...then faded away.,3/21/2003,41.2008333,-73.3811111,21:15,Wednesday,February
1999-07-25 05:00:00,oklahoma city (tinker afb),ok,us,other,7.0,A falling type streak that went down&#44 up&#44 down and back up leaving a trail with a flash before it disappeared.,8/10/1999,35.4675,-97.5161111,05:00,Sunday,July
2002-11-15 22:00:00,sheffield lake,oh,us,circle,180.0,A BRIGHT LIGHT WAS MOVING JUST ABOVE THE CLOUDS VERY SLOWLY FROM NORTH TO SOUTH.,12/19/2003,41.4875,-82.1016667,22:00,Friday,November
2002-07-17 02:50:00,barton city,mi,us,fireball,180.0,Multiple silent orange lights flashing on and off&#44 then going all out after a few minutes&#44 followed by sound of jets but none visible.,2/12/2004,44.6841667,-83.6055556,02:50,Wednesday,July
2012-02-09 22:00:00,taos,nm,us,other,60.0,Several blinking red lights circling Taos&#44 NM valley.,3/13/2012,36.4072222,-105.5725,22:00,Thursday,February
1995-09-27 22:00:00,ringtown (2 mi.outstde),pa,us,teardrop,240.0,while driving &#44noticed an object in clear night sky &#44seemed to be comming in my direction,1/7/2000,40.8586111,-76.23,22:00,Wednesday,September
2000-06-24 12:50:00,federal way,wa,us,sphere,60.0,Two black round shaped objects heading sw equidistant from each other moving rather slowly under high storm cloud cover then seeming to,7/11/2000,47.3225,-122.3113889,12:50,Saturday,June
2010-10-06 07:50:00,harrisonburg,va,us,triangle,300.0,Triangles &quot;dancing&quot; in the sky,11/21/2010,38.4494444,-78.8691667,07:50,Wednesday,October
2008-04-23 19:00:00,augusta,me,us,teardrop,720.0,I saw a UFO,6/12/2008,44.3105556,-69.78,19:00,Wednesday,April
2008-07-12 04:32:00,defiance,oh,us,circle,278.0,Strange light&#44 accompanied by sulfur odor,8/12/2008,41.2844444,-84.3558333,04:32,Saturday,July
2013-08-02 22:00:00,charlestown,ri,us,cylinder,30.0,White cylinder with orange flames hovering at rooftop height.,8/30/2013,41.3830556,-71.6422222,22:00,Friday,August
2001-05-11 22:48:00,willits (west of),ca,us,light,120.0,A triangle formation of &quot;satelites&quot; moving apparently very high and fast.,8/5/2001,39.4097222,-123.3544444,22:48,Friday,May
2005-01-28 23:00:00,moultrie,ga,us,triangle,180.0,the 3 triangles flew around in geometric forms and just vanished leaving a hazy image across the western horizion.,12/16/2005,31.1797222,-83.7891667,23:00,Friday,January
2009-12-28 01:45:00,mount cobb,pa,us,circle,12.0,my grandson and i were going home on the exspressway route 84 we were east bound.  we were almost at the mt cobb exit 8 when we saw thi,2/14/2010,41.4133333,-75.4936111,01:45,Monday,December
1983-04-07 00:00:00,fruita,co,us,triangle,900.0,Possible drone?,4/12/2013,39.1588889,-108.7283333,00:00,Thursday,April
2011-09-19 21:55:00,cleveland,oh,us,triangle,5.0,I was driving down a Cleveland street approaching a red light when I heard what sounded like an ambulance siren.  When checking my surr,10/10/2011,41.4994444,-81.6955556,21:55,Monday,September
2012-10-14 23:00:00,nanuet,ny,us,light,1.5,I never saw anything like it in  my life.  It was no shooting star.,10/30/2012,41.0886111,-74.0138889,23:00,Sunday,October
2004-09-30 16:00:00,sunbright,tn,us,oval,300.0,Took a photo with my digital cam. of a flowering plant and when I got home and downloaded pics. it was on two of them.,2/22/2005,36.2433333,-84.67,16:00,Thursday,September
2010-08-09 00:16:00,riegelwood,nc,us,circle,3.0,i saw i bright object in the sky that left a trail,8/24/2010,34.3397222,-78.2255556,00:16,Monday,August
1988-08-10 00:05:00,denver,co,us,other,600.0,Brillant bright lights from the sky,8/5/2001,39.7391667,-104.9841667,00:05,Wednesday,August
2010-03-30 23:00:00,mt. pleasant,pa,us,light,3600.0,Flashing red&#44 blue&#44 and green&#44 swiftly moving neon light over Pennsylvania,4/13/2010,40.1488889,-79.5413889,23:00,Tuesday,March
1976-06-01 19:00:00,santa paula,ca,us,rectangle,60.0,Hovering craft over the house.,4/13/2010,34.3541667,-119.0583333,19:00,Tuesday,June
2005-11-15 22:10:00,richmond,va,us,triangle,120.0,Object forming a perfect triangle of lights&#44 unidentifiable.,12/16/2005,37.5536111,-77.4605556,22:10,Tuesday,November
2014-02-08 20:00:00,fairhope,al,us,cross,7200.0,Having small fire with husband seen ufo in shape of cross with white  and green lights hover back and forth doing patterns in sky.,2/14/2014,30.5227778,-87.9033333,20:00,Saturday,February
2005-07-04 20:05:00,pocatello,id,us,cigar,25.0,Craft moved from north to south and then accelerated and disappeared from sight.,9/2/2005,42.8713889,-112.4447222,20:05,Monday,July
2013-07-04 22:32:00,lincoln,ne,us,other,240.0,I looked directly overhead and saw large asterix * shaped yellow large light move horizontally,7/5/2013,40.8,-96.6666667,22:32,Thursday,July
2011-06-16 20:00:00,ocean isle beach,nc,us,light,1800.0,Lights at Ocean Isle Beach,7/6/2011,33.8941667,-78.4269444,20:00,Thursday,June
2010-09-03 16:00:00,winchester,ma,us,triangle,120.0,rotating grey triangle,11/21/2010,42.4522222,-71.1375,16:00,Friday,September
2012-06-24 00:02:00,springfield,mo,us,light,120.0,Two yellow orbs of light flying in formation.,7/4/2012,37.2152778,-93.2980556,00:02,Sunday,June
2012-06-23 21:00:00,camden,me,us,fireball,3600.0,ABOUT THIRTY BRIGHT ORANGE LIGHTS DRIFTED SLOWLY EAST AND ROSE UPWARDS OVER CAMDEN MAINE&#44 BETWEEN 9 PM AND 10 PM  JUNE 23RD&#44 2012&#44,7/4/2012,44.2097222,-69.0652778,21:00,Saturday,June
2013-10-02 11:45:00,san francisco,ca,us,sphere,900.0,Whitish/metallic sphere high in the sky over San Francisco CA.,10/14/2013,37.775,-122.4183333,11:45,Wednesday,October
2009-08-07 21:00:00,troy,mo,us,fireball,5400.0,Possible UFO sightings are likely balloons.,8/27/2009,38.9794444,-90.9805556,21:00,Friday,August
2008-08-03 00:10:00,orondo (near),wa,us,fireball,2.0,Fireball sighting with apparent explosion,8/12/2008,47.6261111,-120.2241667,00:10,Sunday,August
2001-09-05 18:35:00,morristown,nj,us,sphere,660.0,Silver metallic object&#44 moving slowly SE&#44 toward Union NJ,10/12/2001,40.7966667,-74.4819444,18:35,Wednesday,September
2005-01-01 19:00:00,chester,wv,us,circle,60.0,a ball of white bright light,1/19/2005,40.6130556,-80.5630556,19:00,Saturday,January
2014-03-02 21:25:00,jacksonville,nc,us,chevron,20.0,5 lights in pentagon formation moving extremely fast across sky.,3/18/2014,34.7538889,-77.4305556,21:25,Sunday,March
2004-09-07 12:00:00,lakeville,mn,us,unknown,900.0,Four sperical orbs rotation counter-clockwise&#44 clockwise&#44 and stationary for about a 15min ((NUFORC Note:  Advertising lights??  PD)),9/9/2004,44.6497222,-93.2425,12:00,Tuesday,September
1960-06-01 00:00:00,seattle,wa,us,oval,5.0,OBJECT WAS OVAL IN SHAPE AND HAD MANY LIGHTS ON THE INSIDE PERIMETER. THE COLOR WAS LIGHT GREEN&#44 LIKE THE OLD LUMINOUS WATCHES THAT GLO,11/30/1999,47.6063889,-122.3308333,00:00,Wednesday,June
1981-06-15 01:00:00,huntsville,oh,us,unknown,90.0,I was driving west on rt.33&#44i noticed there was a lot of stars out that night and very clear.When i got to the exit i wanted to go home,1/28/1999,40.4433333,-83.805,01:00,Monday,June
2003-05-04 21:00:00,heber springs,ar,us,light,2.0,Two lights in a series formation traveling at about 200MPH with no sound at close proximaty.,7/16/2003,35.4913889,-92.0311111,21:00,Sunday,May
2008-03-12 01:00:00,lake elmo,mn,us,unknown,240.0,A number of friends and I were at a party in lake elmo at around 1 am. We went outside for a smoke break on a cloudy and drizziling nig,6/12/2008,44.9958333,-92.8791667,01:00,Wednesday,March
1999-09-07 03:35:00,madison,wi,us,light,300.0,saw red light over lake. dived into two one changed color revoled around each other. merged togeter shot stight up.,10/2/1999,43.0730556,-89.4011111,03:35,Tuesday,September
2010-07-24 22:00:00,everett,wa,us,light,60.0,white blinking lights over everett wa,7/28/2010,47.9791667,-122.2008333,22:00,Saturday,July
1987-10-15 02:00:00,raleigh,nc,us,triangle,120.0,Huge triangle passes over oblivious&#44 sleeping capital,7/16/2003,35.7719444,-78.6388889,02:00,Thursday,October
2003-07-18 02:00:00,dupont,wa,us,triangle,1800.0,Three hanging orange lights spaced at intervals&#44 emmitting a saucer-shaped glow&#44 slowly chaning into a triangle shaped pattern.,7/23/2003,47.0969444,-122.63,02:00,Friday,July
2006-09-15 22:30:00,archer city,tx,us,triangle,3.0,Four speeding lights streak across Archer County&#44 Texas,10/8/2007,33.5955556,-98.6252778,22:30,Friday,September
2013-05-07 22:02:00,st. cloud,mn,us,unknown,30.0,Bright orange object flew north from south-east sky&#44 then disappeared.   (St. Cloud&#44 MN).,5/15/2013,45.5608333,-94.1622222,22:02,Tuesday,May
1999-09-10 19:43:00,kansas city,ks,us,teardrop,420.0,I saw what I intially thought to be a helium baloon rise up in a gradual fashion and hover at about 3-5000ft&#44it appeared to change shap,9/12/1999,39.1141667,-94.6272222,19:43,Friday,September
2002-04-25 22:15:00,stockton,al,us,triangle,60.0,A triangular craft 200ft high and 500 foot from my position..hovering,5/14/2002,30.9936111,-87.8580556,22:15,Thursday,April
2012-06-10 00:30:00,greensboro,nc,us,sphere,180.0,Orange sphere seen near PTI airport,6/14/2012,36.0725,-79.7922222,00:30,Sunday,June
2001-01-04 16:00:00,anderson,sc,us,cigar,1200.0,White large object without wings&#44above 30&#44000 feet moving very slowy toward the NNW,2/18/2001,34.5033333,-82.6502778,16:00,Thursday,January
2013-08-27 21:10:00,garfield,wa,us,oval,120.0,Bright red/yellow ralling ball.,8/30/2013,47.0080556,-117.14,21:10,Tuesday,August
2004-12-16 20:15:00,bethel,oh,us,triangle,300.0,MUFON/OHIO REPORT:  Big white triangular UFO with flashing lights ... completely silent.,3/4/2008,38.9636111,-84.0808333,20:15,Thursday,December
2000-09-29 01:20:00,napa,ca,us,sphere,300.0,Observed a bronze or amberish orb 1000 ft. up hovering over a residential area for appx 3 mins and then it moved away.,12/2/2000,38.2972222,-122.2844444,01:20,Friday,September
2013-10-12 18:30:00,clarkston,mi,us,triangle,1800.0,Triangular object with 2 small round objects in clouds in daylight&#441 of the objects took off at increadable speed.,10/14/2013,42.7358333,-83.4188889,18:30,Saturday,October
2008-08-02 22:00:00,chehalis,wa,us,unknown,30.0,Wobbly&#44 starburst shape object moving across the sky,8/12/2008,46.6622222,-122.9627778,22:00,Saturday,August
1997-05-07 20:00:00,corapeake,nc,us,flash,300.0,There were three fire balls&#44 one over top of each other&#44 which had three smaller dots around each in a triangular shape.,7/11/2000,36.5341667,-76.5766667,20:00,Wednesday,May
2001-06-05 21:00:00,melbourne beach,fl,us,fireball,240.0,Fireball inside a cloud on the ocean in the Bermuda Triangle area.,8/5/2001,28.0680556,-80.5605556,21:00,Tuesday,June
1975-02-02 11:30:00,pasco,wa,us,sphere,30.0,I listened to Mr Davenport and Art Bell this past saturday&#44 a witness for Mr Davenport related an experience  while attending the hydro,1/22/2004,46.2397222,-119.0994444,11:30,Sunday,February
1976-07-15 20:00:00,orlando,fl,us,disk,600.0,Large disc shaped with light panels around the edge of this disc,9/4/2003,28.5380556,-81.3794444,20:00,Thursday,July
2003-03-30 15:45:00,dallas,tx,us,disk,300.0,UFO SEEN AT A DISTANCE. ALTERNATED COLOR FROM SILVER TO WHITE IN THE SKY-DRIVING ALONG I20 TX.,4/22/2003,32.7833333,-96.8,15:45,Sunday,March
2010-12-16 11:40:00,sparks,nv,us,disk,120.0,Looking out of the window of my house I saw a flying disc. It was white on top and metallic on the bottom. There was just one. It was t,1/5/2011,39.535,-119.7516667,11:40,Thursday,December
2012-03-15 22:00:00,syracuse,ny,us,light,180.0,Strange light/aircraft moved over Eastwood/Sedwick Farms. Did anyone else see this?,3/16/2012,43.0480556,-76.1477778,22:00,Thursday,March
2003-12-04 22:00:00,crawford,tx,us,other,600.0,Glowing Lights Over President Bush&#39s Ranch,9/29/2004,31.5341667,-97.4427778,22:00,Thursday,December
2001-04-01 20:30:00,moscow,id,us,changing,720.0,Pulsating Orbs&#44 molding into and out of each other.,4/28/2001,46.7325,-116.9991667,20:30,Sunday,April
1997-07-01 18:00:00,new york city (manhattan),ny,us,sphere,60.0,Black sphere hovering over lower Manhattan.,10/11/2005,40.7141667,-74.0063889,18:00,Tuesday,July
1958-09-14 19:30:00,ashland,ky,us,circle,45.0,Near observations of a slow moving silent object and ground effects.,2/14/2008,38.4783333,-82.6380556,19:30,Sunday,September
1998-03-07 18:48:00,sarasota,fl,us,light,90.0,Observed 2 lights&#44 one staggered lower and to the right&#44 East of Sarasota&#44 FL.,1/28/1999,27.3361111,-82.5308333,18:48,Saturday,March
1988-11-01 21:00:00,clackamas,or,us,cylinder,45.0,I know &quot;ancient history&quot; is frowned upon&#44but here goes.I&#39ve been around aircraft(experimental or otherwise) all my life&#44and nothing com,11/20/2001,45.4077778,-122.5691667,21:00,Tuesday,November
2013-09-08 22:00:00,derby,ks,us,fireball,120.0,Glowing orange ball.,9/30/2013,37.5455556,-97.2686111,22:00,Sunday,September
2013-06-15 21:30:00,glen allen,va,us,fireball,120.0,20 Yellowish Fireballs/Spheres over Glen Allen&#44 VA.,7/3/2013,37.6658333,-77.5066667,21:30,Saturday,June
2005-04-09 01:43:00,marshalltown,ia,us,circle,4.0,Large round glowing object falling to the South East.,4/16/2005,42.0494444,-92.9077778,01:43,Saturday,April
2012-06-17 20:00:00,dearborn heights,mi,us,disk,240.0,saucer shape&#44shinny 3/4 size of a 737.and still light out.,7/4/2012,42.3369444,-83.2733333,20:00,Sunday,June
2012-10-31 20:36:00,anchorage,ak,us,light,60.0,White stationary light over the mountains changed to purple then back to white and then back to purple then it fell like a shooting sta,11/4/2012,61.2180556,-149.9002778,20:36,Wednesday,October
2002-07-17 02:30:00,jacksonville,al,us,circle,15.0,bright light hoovering over trees and then shot down to ground behind trees.,7/26/2002,33.8136111,-85.7613889,02:30,Wednesday,July
2003-09-23 22:15:00,seymour,in,us,other,30.0,A flock of 1000 lighted ducks soaring between Mars and Earth  blocking Mars for a split second.,10/7/2003,38.9591667,-85.8902778,22:15,Tuesday,September
1978-06-24 01:00:00,gulfport,ms,us,other,600.0,Orb of light enters body&#44 awake temporarily paralyzed&#44 followed by prophetic visions and drawings,10/23/2013,30.3672222,-89.0927778,01:00,Saturday,June
2011-06-03 22:00:00,cuba,ny,us,sphere,300.0,((HOAX??))  8-10 red objects in nighttime sky at 22:00 hrs..,6/12/2011,42.2175,-78.2755556,22:00,Friday,June
2010-09-01 21:20:00,west jordan,ut,us,circle,180.0,Reddish-Orange Light seen in sky and circular craft seen taking off into the sky.,11/21/2010,40.5,-111.95,21:20,Wednesday,September
2013-05-17 22:20:00,hamburg,pa,us,fireball,300.0,Orange fireball no trail.   Another one 20 minutes later.,6/2/2013,40.5555556,-75.9822222,22:20,Friday,May
2011-03-18 19:40:00,surprise,az,us,fireball,240.0,Falling Star Turns Out To Be Something WAY Different,3/23/2011,33.6305556,-112.3325,19:40,Friday,March
2000-02-09 22:00:00,seattle,wa,us,circle,3.0,While stargazing&#44 a dark black object entered into my line of sight and headed toward the city. Very fluid and fast. No sound. A little,2/16/2000,47.6063889,-122.3308333,22:00,Wednesday,February
2001-02-08 11:00:00,okmulgee,ok,us,triangle,300.0,Was driving south on my road when I noticed a spark of light&#44 thought it was a power line broke cause there was a south wind blowing ab,8/27/2009,35.6233333,-95.9602778,11:00,Thursday,February
2008-06-20 23:00:00,bayfield,wi,us,light,60.0,A white light brighter than the stars moved slowly from south to north&#44 seemed to slow&#44 grew quite bright&#44 then faded within 10 seconds,7/5/2008,46.8108333,-90.8180556,23:00,Friday,June
2012-03-23 06:04:00,summerville,sc,us,triangle,30.0,Saw triangular formation including 5 large roundlights and one small flying over neighborhood. Lights were yellowish in color and vibra,5/13/2012,33.0183333,-80.1758333,06:04,Friday,March
2012-02-02 21:38:00,chattaroy,wa,us,circle,2520.0,Circular flashing light that danced,2/10/2012,47.8897222,-117.3566667,21:38,Thursday,February
2009-09-20 03:00:00,missoula,mt,us,fireball,7.0,One bright &#44dark pink&#44 slow moving&#44 orb went through my yard at 3am lasting 5 or so seconds.,12/12/2009,46.8722222,-113.9930556,03:00,Sunday,September
2013-04-23 20:50:00,babson park,fl,us,fireball,2.0,Red&#44 yellow&#44 and orange fireballs flying low in Babson Park/ Frostproof&#44 FL,5/15/2013,27.8316667,-81.5225,20:50,Tuesday,April
2001-01-08 18:30:00,gillette,wy,us,changing,5400.0,Bright light follows me.,2/18/2001,44.2911111,-105.5016667,18:30,Monday,January
2011-10-30 23:30:00,columbus,oh,us,cigar,300.0,Possible UFO&#39s over Columbus Ohio October 29th,12/12/2011,39.9611111,-82.9988889,23:30,Sunday,October
2004-12-04 21:08:00,hialeah,fl,us,oval,2.0,A small oval white light shape going through a part of the sky from east to west then turns to north,12/14/2004,25.8572222,-80.2783333,21:08,Saturday,December
2002-01-31 21:48:00,reagan,tx,us,light,5.0,Bright blue light crosses Texas sky on a clear January night.,2/22/2002,31.2180556,-96.7822222,21:48,Thursday,January
2009-05-09 04:30:00,sacramento,ca,us,changing,3600.0,clear night sky&#44 bright object&#44 changing shapes and moving quickly in every direction with no pattern.  ((NUFORC Note:  Star??  PD)),5/12/2009,38.5816667,-121.4933333,04:30,Saturday,May
1998-05-17 23:20:00,kaleva,mi,us,light,420.0,Light approached from the SE; nother approached from the N; close proximinity. ((NUFORC Note:  Satellites??  PD)),1/28/1999,44.3733333,-86.0102778,23:20,Sunday,May
1975-05-07 02:00:00,lodi,oh,us,light,135.0,It was about 2:00AM I was seven years old&#44 I look out the window when I herd a noise that was behind the the house it was a round red l,12/9/2000,41.0333333,-82.0122222,02:00,Wednesday,May
2013-02-13 20:40:00,fort lawn,sc,us,light,420.0,Four crafts with four or more red lights.,2/18/2013,34.7019444,-80.895,20:40,Wednesday,February
2009-06-17 23:00:00,north myrtle beach,sc,us,light,2700.0,Series of amber (orange) lights over North Myrtle Beach S&#44C,8/5/2009,33.8158333,-78.6802778,23:00,Wednesday,June
1998-11-15 20:30:00,wheat ridge,co,us,diamond,8.0,VERY LARGE DIOMOND SHAPED OBJECT HOVERING OVER NEIGHBORS HOUSE.HARDLY ANY SOUND&#44JUST A LOW VIBRATIONAL SOUND.,2/16/1999,39.7661111,-105.0766667,20:30,Sunday,November
2007-12-23 05:00:00,blairs,va,us,circle,5.0,a long dash  of light across the with an unusual color of  light behind it  attached to the end which was a blinding white circle objec,3/4/2008,36.6797222,-79.3733333,05:00,Sunday,December
2000-07-15 18:00:00,los angeles,ca,us,triangle,60.0,Brief sighting of a group of black triangles that suddenly disappeared.,8/14/2007,34.0522222,-118.2427778,18:00,Saturday,July
2014-04-08 21:50:00,romeoville,il,us,light,120.0,Two bright orange lights moving slow in sky. Suddenly one disappeared&#44 other traveled for 30 sec saw bright purple light then it vanish,4/11/2014,41.6475,-88.0894444,21:50,Tuesday,April
2000-06-24 22:45:00,redmond,wa,us,chevron,10.0,Chevron shaped object glowed a bright&#44 shimmering gold color.,7/11/2000,47.6741667,-122.1202778,22:45,Saturday,June
2009-03-17 20:35:00,star lake,ny,us,unknown,60.0,Unexplained flashing lights over Star Lake&#44 NY,3/19/2009,44.1597222,-75.0319444,20:35,Tuesday,March
2010-10-08 21:00:00,bloomington,in,us,triangle,20.0,Triangle shaped object seen at a low angle and moving slowly. 3 lights gave the shape of the triangle&#44 object&#39s noise was &quot;strange&quot;. Mo,11/21/2010,39.1652778,-86.5263889,21:00,Friday,October
1956-03-01 13:00:00,petaluma,ca,us,oval,1800.0,Objects were several thousand feet in altitude and bounced around the sky basically overhead.  I was 17 years old at the time.  The Pet,1/28/1999,38.2325,-122.6355556,13:00,Thursday,March
2002-08-22 12:30:00,yelm,wa,us,other,1800.0,A moon shaped object and the dream i thought was a dream,8/11/2004,46.9422222,-122.6047222,12:30,Thursday,August
2006-08-18 20:15:00,simi valley,ca,us,rectangle,300.0,Bright glowing white lights in Simi Valley coming from Santa Susana Mountains and then going over 188 Freeway,10/30/2006,34.2694444,-118.7805556,20:15,Friday,August
2001-08-25 22:30:00,glendora,ca,us,egg,1140.0,I WAS WATCHING THE MOON WITH MY BINOCULARS 80X100 (PARKS)WITH A TRIPOD IN A DRIVWAY VERY QUIET LIGHTING CLEAR SKIES WHEN ALL OF A SUDDE,10/12/2001,34.1361111,-117.8644444,22:30,Saturday,August
2011-12-15 00:00:00,charlotte (s of&#44 on i-85),nc,us,light,15.0,My grandson and I was traveling south bound on I_85 from Charlotte&#44 NC toward Atlanta&#44 Ga on 12/15/11 sometime around 12:00 AM. O ur lo,4/18/2012,35.2269444,-80.8433333,00:00,Thursday,December
2005-11-03 18:00:00,chicago,il,us,fireball,3.0,A large&#44 green ball of fire fell out of the sky over Chicago&#44 viewed from just North of the city,11/8/2005,41.85,-87.65,18:00,Thursday,November
2005-06-27 21:00:00,colorado springs,co,us,triangle,180.0,colorado springs&#44 colorado saw  a object at night 3 multi-colored lights,5/15/2006,38.8338889,-104.8208333,21:00,Monday,June
1993-06-13 15:20:00,sioux falls,sd,us,fireball,30.0,Fireball that changed color and split into 3 equal parts,5/24/2005,43.55,-96.7,15:20,Sunday,June
2007-02-11 22:51:00,everett,wa,us,chevron,1500.0,Bright red light in the sky over Everett&#33  ((NUFORC Note:  Possible landing lights on a/c??  PD)),2/24/2007,47.9791667,-122.2008333,22:51,Sunday,February
2008-08-10 23:00:00,bakersfield,ca,us,rectangle,120.0,My cousin says whats that a bird? i look up to see a rectangular object moving across the night sky.,8/12/2008,35.3733333,-119.0177778,23:00,Sunday,August
2011-06-10 21:00:00,louisville,co,us,fireball,30.0,Yellow Light with trail of sparks arcing across the sky,6/12/2011,39.9777778,-105.1313889,21:00,Friday,June
2006-12-04 04:00:00,clarksville,tn,us,oval,120.0,A bright UFO jumps out of a wormhole/portal and possibly abducts a young man,10/30/2012,36.5297222,-87.3594444,04:00,Monday,December
2013-06-19 23:00:00,fairmont,wv,us,unknown,360.0,Bright white object moving west to east.  ((NUFORC Note:  Probable sighting of the ISS??  PD)),7/3/2013,39.485,-80.1427778,23:00,Wednesday,June
2006-07-08 08:45:00,concord,ga,us,circle,10.0,((HOAX??))  A small reddish orange saucer went flying past me at a super speed.,4/14/2009,33.0911111,-84.4375,08:45,Saturday,July
1972-06-30 18:00:00,tarpon springs,fl,us,light,480.0,N ine colored hovering spheres and helicopters rbelow spotted from holiday lake est. over florida power,8/5/2009,28.1458333,-82.7569444,18:00,Friday,June
1973-10-11 16:45:00,jupiter,fl,us,egg,14400.0,EGG-SHAPED OBJECT EMITS LIGHT RAY AND PEOPLE LOSE 4 HOURS,7/11/2000,26.9338889,-80.0944444,16:45,Thursday,October
2009-04-10 05:50:00,orlando,fl,us,light,60.0,Early morning aerial maneuvers by 2 objects&#44 one blue and one white,4/14/2009,28.5380556,-81.3794444,05:50,Friday,April
2012-09-21 20:30:00,west palm beach,fl,us,triangle,300.0,3 red lights in a triangle patter and slowly disappearing&#44 seen by one firefighter and 4 civilians,9/24/2012,26.7052778,-80.0366667,20:30,Friday,September
2003-11-14 21:00:00,lake butler,fl,us,light,300.0,bright white light shot down below treeline,11/26/2003,30.0225,-82.3397222,21:00,Friday,November
2013-11-27 19:00:00,owasso,ok,us,triangle,1800.0,White light triangular over central oklahoma  ((NUFORC Note:  Sighting of Venus.  PD)),12/2/2013,36.2694444,-95.8544444,19:00,Wednesday,November
2013-06-19 01:30:00,blythe,ca,us,sphere,240.0,Orange/ Red sphere 25 to 35 feet across moving  slow and on a low level altitude,9/30/2013,33.6102778,-114.5955556,01:30,Wednesday,June
2005-03-05 14:30:00,niles,oh,us,cigar,10.0,Object moved horizontally across the sky&#44 seemed to change shape and then disappeared,5/11/2005,41.1827778,-80.7655556,14:30,Saturday,March
2009-05-23 17:15:00,grand prairie,tx,us,sphere,10.0,Orbs seen very high just stationary,6/9/2009,32.7458333,-96.9975,17:15,Saturday,May
2007-01-18 07:35:00,rochester,ny,us,circle,5.0,Bright Blue&#44 Metallic Object seen over NYS Thruway around Roch&#44 NY....,2/1/2007,43.1547222,-77.6158333,07:35,Thursday,January
2009-02-08 10:00:00,duluth,mn,us,triangle,180.0,((HOAX??))  black triangle&#44 three white lights on bottom&#44 1 pilot human&#44 windy sound&#44 slow&#44 near woods or airport&#44 see in craft&#44,4/13/2010,46.7833333,-92.1063889,10:00,Sunday,February
1999-07-01 00:00:00,morganton,nc,us,diamond,30.0,a diamond-shaped&#44 auburn-colored craft appeared in the sky and after traveling a very short distance&#44 emitted 2 objects from either sid,12/16/1999,35.7452778,-81.685,00:00,Thursday,July
2012-06-23 20:00:00,allison park,pa,us,unknown,3600.0,&quot;Solar&quot; glowing &quot;object&quot; during sunset.,7/4/2012,40.5594444,-79.9588889,20:00,Saturday,June
2005-09-24 19:00:00,durant,ok,us,other,1200.0,A Bright Light High Up in The Southern Sky...,10/20/2005,33.9938889,-96.3705556,19:00,Saturday,September
2003-02-10 06:15:00,grangeville,id,us,light,300.0,3 separate lights&#44 1moved in &quot;S&quot; design&#44 stop mid flight and start again&#44 another colorful and curved flight also stopped,2/11/2003,45.9266667,-116.1213889,06:15,Monday,February
2007-11-05 13:00:00,lincolnton,nc,us,cigar,300.0,cigar shaped ufo silver in color then flashed a bright light then vanished,11/28/2007,35.4736111,-81.2547222,13:00,Monday,November
2014-02-27 06:02:00,albert lea,mn,us,light,15.0,I observed two very bright lights in the western sky. They were at a diagonal from each other with the right light being slightly lower,3/18/2014,43.6480556,-93.3680556,06:02,Thursday,February
2012-08-25 12:30:00,espanola,nm,us,rectangle,2700.0,Changing rectangle lights,9/24/2012,35.9911111,-106.08,12:30,Saturday,August
2010-05-02 20:40:00,berkeley,ca,us,circle,300.0,Blue dotted lights forming a circle. Bright white aura in the center looked like electricity.,5/12/2010,37.8716667,-122.2716667,20:40,Sunday,May
1997-09-06 04:47:00,covington,wa,us,triangle,900.0,Triangle shaped with six lights underneath.  One side of the triangle was red&#44 one other side was blue.  Both of these sides had a hori,1/28/1999,47.3483333,-122.1136111,04:47,Saturday,September
2001-05-11 05:00:00,houston,tx,us,light,1800.0,Low flying shape shifting light sphere spotted by commuters 3 days in a row,8/5/2001,29.7630556,-95.3630556,05:00,Friday,May
2011-12-11 21:00:00,mazon,il,us,light,2.0,Bright green light shoots through sky before making sharp turn,12/12/2011,41.2413889,-88.4194444,21:00,Sunday,December
1996-10-14 03:00:00,gainesville,fl,us,circle,1800.0,My sister and I  both had a dream that a ufo was coming to Gainesville. They showed us around the ship&#44and the greys told us that they,8/30/1999,29.6513889,-82.325,03:00,Monday,October
2011-05-21 01:29:00,nashville,nc,us,oval,360.0,Rumbling noise&#44 lights&#44 multicolor lights&#44 medium speed going across the sky.,5/29/2011,35.9744444,-77.9658333,01:29,Saturday,May
